product_content_id,product_content_name,category_id,category_name,subcategory_name,business_unit_id,business_unit_name,color,price,create_date,update_date
81784753,Siyah Gold Lavoba Batarya 002,807,Hırdavat Ürünleri,Hırdavat Ürünleri,100098,Bahçe & Yapı Market & Hırdavat,UNKNOWN,56.7435,2021-02-20 06:20:14,2021-02-20 06:20:14
33727844,Sihirli Küre Losyonu - Hermoso,1383,Ev Tüketim Malzemeleri,Ev Tüketim Malzemeleri,100098,Bahçe & Yapı Market & Hırdavat,UNKNOWN,8.01287,2021-02-20 06:40:16,2021-02-20 06:40:16
37964958,6 Adet Sukulent Seti Birbirinden Farklı Karışım,2617,Teraryum & Sukulentler,Teraryum & Sukulentler,100098,Bahçe & Yapı Market & Hırdavat,UNKNOWN,9.113349999999999,2021-02-20 07:20:15,2021-02-20 07:20:15
6693096,Ge 25W E14 Duylu 300° Fırın Ampulü,932,Ampul,Ampul,100098,Bahçe & Yapı Market & Hırdavat,No Color,3.439,2021-02-20 07:20:15,2021-02-20 07:20:15
38568650,Bevel Mutfak Evye Armatür Bataryası Bv8500,2571,Batarya & Musluk,Batarya & Musluk,100098,Bahçe & Yapı Market & Hırdavat,UNKNOWN,106.23070999999999,2021-02-20 08:40:20,2021-02-20 08:40:20
75203533,Nutri-cu %8 Sıvı Bakır - Bordo Bulamacı,2621,Bitki Besinleri ve Gübreler,Bitki Besinleri ve Gübreler,100098,Bahçe & Yapı Market & Hırdavat,UNKNOWN,17.191561,2021-02-20 08:40:20,2021-02-20 08:40:20
50299442,Kapı Kulbu Duvar Koruyucu Kapı Pencere Stoperi 4 Adet Aparat,2544,Kapı Stoperleri,Kapı Stoperleri,100098,Bahçe & Yapı Market & Hırdavat,UNKNOWN,5.1585,2021-02-20 08:20:25,2021-02-20 08:20:25
52829256,"Siyah Kalp Ritim Desenli Cerrahi Forma, Hemşire Forma, Hastane Forma",596,Forma,Forma,100098,Bahçe & Yapı Market & Hırdavat,Renksiz,25.789060999999997,2021-02-20 08:20:25,2021-02-20 08:20:25
33485979,Yapışkanlı Keçe Zemin Koruyucusu Çap 45 Mm.,2534,Mobilya Hırdavatı,Mobilya Hırdavatı,100098,Bahçe & Yapı Market & Hırdavat,UNKNOWN,4.811161,2021-02-20 08:00:18,2021-02-20 08:00:18
36823802,Yakamoz Saksı 4.8 Litre Dekoratif Saksı,2615,Saksı,Saksı,100098,Bahçe & Yapı Market & Hırdavat,UNKNOWN,6.12142,2021-02-20 08:00:18,2021-02-20 08:00:18
2573704,Tsk6134 Powersurge 5 Priz 1050 Joule Enerji Koruma,4546,Priz,Priz,100098,Bahçe & Yapı Market & Hırdavat,UNKNOWN,25.754671,2021-02-20 03:00:35,2021-02-20 03:00:35
39084574,"METAL MAT SİYAH MOBİLYA AYAĞI 2 ADET  AYARLI BİNGOLU LÜKS AYAK 12,5 CM",2534,Mobilya Hırdavatı,Mobilya Hırdavatı,100098,Bahçe & Yapı Market & Hırdavat,UNKNOWN,22.693960999999998,2021-02-20 03:40:55,2021-02-20 03:40:55
39375249,Yüzeysel Hareketli Panjur 54x44 Plastik Banyo Wc Havalandırma Menfezi,2548,Menfezler,Menfezler,100098,Bahçe & Yapı Market & Hırdavat,UNKNOWN,20.634,2021-02-20 03:40:55,2021-02-20 03:40:55
6793885,346-2713 Siyah Mermer Desen Kendinden Yapışkanlı Folyo,2565,Duvar & Cephe Kaplama,Duvar & Cephe Kaplama,100098,Bahçe & Yapı Market & Hırdavat,UNKNOWN,11.097653000000001,2021-02-20 03:40:55,2021-02-20 03:40:55
38470355,Dahlia Yıldız Çiçek Tohumu 10 Adet Doğal Ev Bahçe Için Ideal Saksı+torf Hediye,2628,Tohumlar,Tohumlar,100098,Bahçe & Yapı Market & Hırdavat,UNKNOWN,6.843609999999999,2021-02-20 12:20:14,2021-02-20 12:20:14
37609333,Home Raflı Duvar Anahtarlığı,2517,Anahtarlar,Anahtarlar,100098,Bahçe & Yapı Market & Hırdavat,UNKNOWN,6.843609999999999,2021-02-20 12:20:14,2021-02-20 12:20:14
57463700,Bitki ve Saksı Toprağı Solucan Gübresi Torf Humus Perlit Leonardit Akıllı Toprak 30 lt,2629,Torf ve Topraklar,Torf ve Topraklar,100098,Bahçe & Yapı Market & Hırdavat,UNKNOWN,10.299805,2021-02-20 12:20:14,2021-02-20 12:20:14
32226513,Perlit 10 lt,2629,Torf ve Topraklar,Torf ve Topraklar,100098,Bahçe & Yapı Market & Hırdavat,UNKNOWN,5.416424999999999,2021-02-20 12:20:14,2021-02-20 12:20:14
46562589,Arzuman Salatalık Kornişon Hıyar Tohumu,2628,Tohumlar,Tohumlar,100098,Bahçe & Yapı Market & Hırdavat,UNKNOWN,2.537982,2021-02-20 12:20:14,2021-02-20 12:20:14
37587497,10 Adet Winlock Beyaz Anahtarlı Pvc Pencere Emniyet Kilidi Pimapen Kapı Çocuk Hırsız Güvenlik,2537,Kapı-Kapı Hırdavatı,Kapı-Kapı Hırdavatı,100098,Bahçe & Yapı Market & Hırdavat,UNKNOWN,55.842482,2021-02-20 12:00:50,2021-02-20 12:00:50
48241266,Çıt Çıt Tulumba Pres Makina Set,3174,Dikiş Makinesi Aksesuarları,Dikiş Makinesi Aksesuarları,100098,Bahçe & Yapı Market & Hırdavat,UNKNOWN,82.536,2021-02-20 12:00:50,2021-02-20 12:00:50
72849744,Plastik Kumpas,2471,Ölçüm Cihazları,Ölçüm Cihazları,100098,Bahçe & Yapı Market & Hırdavat,UNKNOWN,6.874560999999999,2021-02-20 12:00:50,2021-02-20 12:00:50
38452554,115 Mm Avuç Taşlama Makinası 580 W,2485,Taşlamalar,Taşlamalar,100098,Bahçe & Yapı Market & Hırdavat,UNKNOWN,54.98961,2021-02-20 09:20:20,2021-02-20 09:20:20
51133590,Ters Klavuz Seti 5 Parça,2481,Elektrikli El Aleti Aksesuarı,Elektrikli El Aleti Aksesuarı,100098,Bahçe & Yapı Market & Hırdavat,UNKNOWN,25.066871,2021-02-20 09:20:20,2021-02-20 09:20:20
49165783,Ceviz Çift Raylı Ahşap Rustik Perde Askısı - Rustik Borusu 225 Cm,2991,Perde Aksesuarı,Perde Aksesuarı,100098,Bahçe & Yapı Market & Hırdavat,Kahverengi,76.603725,2021-02-20 10:00:46,2021-02-20 10:00:46
73193894,Yuvarlak Çıta 12 Mm 100 Cm 10 Adet,807,Hırdavat Ürünleri,Hırdavat Ürünleri,100098,Bahçe & Yapı Market & Hırdavat,UNKNOWN,12.3804,2021-02-20 10:00:46,2021-02-20 10:00:46
42401165,Biostick Guardian Bitki Besini,2621,Bitki Besinleri ve Gübreler,Bitki Besinleri ve Gübreler,100098,Bahçe & Yapı Market & Hırdavat,UNKNOWN,15.441109999999998,2021-02-20 10:00:46,2021-02-20 10:00:46
31621769,Metal Püsküllü Siyah Kırmızı Sürmeli Toz Kehribar Tesbih MNG201012984,1823,Tesbih,Tesbih,100104,Diğer Aksesuarlar,çift renkli,16.8511,2021-02-20 06:20:14,2021-02-20 06:20:14
46209711,Channel Broş,2874,Broş,Broş,100104,Diğer Aksesuarlar,gümüş,9.625760999999999,2021-02-20 07:00:18,2021-02-20 07:00:18
65235814,Kadın Beyaz Peluş Taç Saç Bandı,1794,Taç,Taç,100104,Diğer Aksesuarlar,BEYAZ,10.313560999999998,2021-02-20 04:00:44,2021-02-20 04:00:44
48614119,Oksitli Gümüş Kaplama Püsküllü Renk Süzmesi Beyrut Damla Kehribar Tesbih,1823,Tesbih,Tesbih,100104,Diğer Aksesuarlar,"Sarı,Kırmızı",20.977899999999998,2021-02-20 10:20:15,2021-02-20 10:20:15
42780367,Kırmızı Gökkuşağı Büyük Boy Şemsiye,395,Şemsiye,Şemsiye,100104,Diğer Aksesuarlar,Kırmızı,14.0999,2021-02-20 10:20:15,2021-02-20 10:20:15
56312093,F-91 Uyumlu Saat Kordonu,3407,Saat Kordonu,Saat Kordonu,100104,Diğer Aksesuarlar,SİYAH,12.0365,2021-02-20 10:20:15,2021-02-20 10:20:15
49921582,"5,5 Liberto Professional Makas",388,Diğer Saç Aksesuarları,Diğer Saç Aksesuarları,100104,Diğer Aksesuarlar,gri,44.363099999999996,2021-02-20 10:20:15,2021-02-20 10:20:15
7081425,Devam Sütü 1 Numara 350 gr,3551,Bebek Sütü,Bebek Sütü,100108,Anne & Bebek Bakım,UNKNOWN,23.901049999999998,2021-02-20 07:20:15,2021-02-20 07:20:15
879594,Sweet Orange Bebek Şampuanı 160ml,2338,Bebek Şampuanı,Bebek Şampuanı,100108,Anne & Bebek Bakım,UNKNOWN,99.38709999999999,2021-02-20 07:20:15,2021-02-20 07:20:15
46911519,"Multi Müslin Yaka – Lavanta, Fular Mama Ve Diş Çıkarma Önlüğü",1865,Mama Önlüğü,Mama Önlüğü,100108,Anne & Bebek Bakım,UNKNOWN,9.973099999999999,2021-02-20 08:40:20,2021-02-20 08:40:20
80322471,Nemlendirici Bebek Losyonu 200 ml,1000,Bebek Krem & Yağlar,Bebek Krem & Yağlar,100108,Anne & Bebek Bakım,UNKNOWN,18.9145,2021-02-20 03:40:55,2021-02-20 03:40:55
68210670,2 Adet Armut Elma Mama Önlüğü,1865,Mama Önlüğü,Mama Önlüğü,100108,Anne & Bebek Bakım,UNKNOWN,20.59961,2021-02-20 03:40:55,2021-02-20 03:40:55
976070,Rocs Baby Florürsüz Diş Macunu 0-3 Yaş 35 Ml Papatya,627,Diğer Ağız Bakım Ürünleri,Diğer Ağız Bakım Ürünleri,100108,Anne & Bebek Bakım,UNKNOWN,10.313560999999998,2021-02-20 12:20:14,2021-02-20 12:20:14
80574155,2'li Fular Mama Önlüğü 14264,1865,Mama Önlüğü,Mama Önlüğü,100108,Anne & Bebek Bakım,UNKNOWN,19.43035,2021-02-20 12:00:50,2021-02-20 12:00:50
42593439,Bebek Seyahat Boy Set,2338,Bebek Şampuanı,Bebek Şampuanı,100108,Anne & Bebek Bakım,UNKNOWN,17.8828,2021-02-20 12:00:50,2021-02-20 12:00:50
45627167,Babysanft Bebek Bakım Yağı 200 Gr.,1000,Bebek Krem & Yağlar,Bebek Krem & Yağlar,100108,Anne & Bebek Bakım,UNKNOWN,9.281861,2021-02-20 11:00:18,2021-02-20 11:00:18
51475524,Bebek Bakım Kremi Çanta Içi Organizer Kutu Seti 713718,1000,Bebek Krem & Yağlar,Bebek Krem & Yağlar,100108,Anne & Bebek Bakım,UNKNOWN,18.26109,2021-02-20 10:20:15,2021-02-20 10:20:15
48203903,Natural Bebek Bezi 3 Numara Midi Süper Fırsat Paketi 170 Adet,1002,Bebek Bezi,Bebek Bezi,100113,Bebek Bezi & Mendil,UNKNOWN,42.9875,2021-02-20 04:20:15,2021-02-20 04:20:15
38295458,12x60 Bebek Temizleme Pamuğu,1001,Islak Mendil & Havlu,Islak Mendil & Havlu,100113,Bebek Bezi & Mendil,UNKNOWN,29.9193,2021-02-20 03:00:35,2021-02-20 03:00:35
31078452,Cream Pişik için Islak Mendil 24'lü Paket,1001,Islak Mendil & Havlu,Islak Mendil & Havlu,100113,Bebek Bezi & Mendil,UNKNOWN,37.79461,2021-02-20 11:00:18,2021-02-20 11:00:18
47122228,Ip Kamera + 1080p Speed Dome Ptz 2mp Dış Mekan Ip Kamera,762,Video Kamera,Video Kamera,100115,Foto & Kamera,Beyaz,127.243,2021-02-20 06:20:14,2021-02-20 06:20:14
44470822,"Canon Lp-e12 Batarya Pil - 1300mah-100d, M50, M100",764,Foto & Kamera Aksesuarları,Foto & Kamera Aksesuarları,100115,Foto & Kamera,Siyah,39.5485,2021-02-20 10:41:20,2021-02-20 10:41:20
62754946,Iphone 6 Plus-6s Plus Harry Potter Tasarımlı Silikon Telefon Kılıfı,766,Kapak & Kılıf,Kapak & Kılıf,100116,Cep Telefonu,siyah,12.002109999999998,2021-02-20 07:00:18,2021-02-20 07:00:18
45733219,Xiaomi Redmi Note 9 Pro 360 Derece Şeffaf Silikon Kılıf Komple Koruma,766,Kapak & Kılıf,Kapak & Kılıf,100116,Cep Telefonu,Şeffaf,15.097209999999999,2021-02-20 08:40:20,2021-02-20 08:40:20
47828412,Huawei P40 Lite Tıpalı Kamera Korumalı Silikon Kılıf,766,Kapak & Kılıf,Kapak & Kılıf,100116,Cep Telefonu,nocolorstok1822,10.282609999999998,2021-02-20 08:40:20,2021-02-20 08:40:20
38279657,Xiaomi Mi Band 3 - Mi Band 4 Akıllı Bileklik Kordon Kayış,3223,Akıllı Bileklik Kordon,Akıllı Bileklik Kordon,100116,Cep Telefonu,NoColor-0f801421,5.811909999999999,2021-02-20 03:21:00,2021-02-20 03:21:00
76441708,Microsonic Matte Silicone P13 Blue Kılıf Siyah,766,Kapak & Kılıf,Kapak & Kılıf,100116,Cep Telefonu,Siyah,13.412099999999999,2021-02-20 03:21:00,2021-02-20 03:21:00
47727703,Dk052 Comfort Clasic 2.0 Mah Type-c Cable,772,Şarj Cihazı & Kablo,Şarj Cihazı & Kablo,100116,Cep Telefonu,Bej,3.54217,2021-02-20 11:21:18,2021-02-20 11:21:18
65320376,Sm-e2550 12 Mb Tuşlu Cep Telefonu,3718,Tuşlu Cep Telefonu,Tuşlu Cep Telefonu,100116,Cep Telefonu,beyaz,55.7118,2021-02-20 10:41:20,2021-02-20 10:41:20
43307385,Ligovi 2600 Mah Power Bank,771,Powerbank,Powerbank,100116,Cep Telefonu,siyah,6.874560999999999,2021-02-20 10:20:15,2021-02-20 10:20:15
42825568,Apple Iphone 11 Lansman Kılıf - Lila,766,Kapak & Kılıf,Kapak & Kılıf,100116,Cep Telefonu,Lila,10.282609999999998,2021-02-20 10:20:15,2021-02-20 10:20:15
66807154,Iphone 7 Boyundan Askılı Telefon Kılıfı,766,Kapak & Kılıf,Kapak & Kılıf,100116,Cep Telefonu,19,8.250160999999999,2021-02-20 10:20:15,2021-02-20 10:20:15
76490747,Iphone 12 Pro Max Esnek Mat Fiber Nano Ekran Koruyucu,2860,Ekran Koruyucu Film,Ekran Koruyucu Film,100116,Cep Telefonu,UNKNOWN,9.86993,2021-02-20 10:20:15,2021-02-20 10:20:15
6968167,Sunix Samsung Galaxy A70 3D Kavisli Tam Kaplayan Cam Ekran Koruyucu - Siyah,2860,Ekran Koruyucu Film,Ekran Koruyucu Film,100116,Cep Telefonu,UNKNOWN,7.565799999999999,2021-02-20 10:20:15,2021-02-20 10:20:15
61918375,Android Samsung Lg Micro Usb Şarj Data Kablosu Şarjdata 1 Metre,772,Şarj Cihazı & Kablo,Şarj Cihazı & Kablo,100116,Cep Telefonu,Renksiz,4.123361,2021-02-20 10:00:46,2021-02-20 10:00:46
63060820,"Slim Combo 9.7 Inç Ipad 5. Ve 6. Nesil Ile Uyumlu Klavyeli Kılıf Türkçe, Q",1771,Bilgisayar&Tablet Aksesuarları,Bilgisayar&Tablet Aksesuarları,100118,Bilgisayar & Tablet,Siyah,223.53156099999998,2021-02-20 08:40:20,2021-02-20 08:40:20
48655315,Attack On Titan 11 Mouse Pad Mousepad,2886,Mousepad,Mousepad,100118,Bilgisayar & Tablet,BEYAZ,9.938709999999999,2021-02-20 08:20:25,2021-02-20 08:20:25
76462064,Microsonic Ipad Pro 11'' 2020 2. Nesil Kılıf (a2228-a2068-a2230) Smart Case Ve Arka Kapak Siyah,2989,Tablet Kılıfı,Tablet Kılıfı,100118,Bilgisayar & Tablet,Siyah,61.86761,2021-02-20 08:20:25,2021-02-20 08:20:25
6928253,DÜNYA 2 WORLD OYUNCU MOUSE PAD 70X30 CM KAYMAZ DİKİŞLİ,2699,Oyuncu Mousepad,Oyuncu Mousepad,100118,Bilgisayar & Tablet,UNKNOWN,10.282609999999998,2021-02-20 08:20:25,2021-02-20 08:20:25
67826103,Apple Ipad 10.2 (8.nesil) Kalemlikli Tablet Silikon,2989,Tablet Kılıfı,Tablet Kılıfı,100118,Bilgisayar & Tablet,Siyah,17.16061,2021-02-20 08:00:18,2021-02-20 08:00:18
50071150,Swinging Girl Bilek Destekli Mouse Pad,2886,Mousepad,Mousepad,100118,Bilgisayar & Tablet,Renkli,13.408661,2021-02-20 08:00:18,2021-02-20 08:00:18
73379502,6 Renkli Kablo Bağı Klips Cırt Kelepçe 3.6x150 Mm 100 Adet,2536,Kablo Klipsleri,Kablo Klipsleri,100118,Bilgisayar & Tablet,UNKNOWN,12.002109999999998,2021-02-20 09:02:04,2021-02-20 09:02:04
67154242,Ally Nk-1040 4in1 Iphone Lightning To Usb Kamera Adaptörü,1771,Bilgisayar&Tablet Aksesuarları,Bilgisayar&Tablet Aksesuarları,100118,Bilgisayar & Tablet,GRİ,39.710133,2021-02-20 04:00:44,2021-02-20 04:00:44
50446803,P68 Pembe Wıreless Kulaklık,1771,Bilgisayar&Tablet Aksesuarları,Bilgisayar&Tablet Aksesuarları,100118,Bilgisayar & Tablet,SİYAH,23.35081,2021-02-20 04:00:44,2021-02-20 04:00:44
49618955,Gamer Pg-6960 Mikrofonlu Oyuncu Kulaklığı Gaming Kulaklık,2700,Oyuncu Kulaklık,Oyuncu Kulaklık,100118,Bilgisayar & Tablet,kırmızı,25.789060999999997,2021-02-20 04:20:15,2021-02-20 04:20:15
6026975,IMG-339 Chasca 6 LED RGB Softwear / Silent Oyuncu Mouse,1590,Mouse,Mouse,100118,Bilgisayar & Tablet,No Color,26.824199999999998,2021-02-20 04:20:15,2021-02-20 04:20:15
37848047,951-red 2*usb 2.0 Atx Boş Bilgisayar Kasası Powersız,2676,Bilgisayar Kasası,Bilgisayar Kasası,100118,Bilgisayar & Tablet,UNKNOWN,53.3045,2021-02-20 03:00:35,2021-02-20 03:00:35
50063365,Lenovo G50-80 G5080 Cpu Fan,2677,Bilgisayar Yedek Parça,Bilgisayar Yedek Parça,100118,Bilgisayar & Tablet,UNKNOWN,17.191561,2021-02-20 03:00:35,2021-02-20 03:00:35
37430372,64gb Sdxc 633x Uhs-1 Class 10 U3 V30 95mb/sn Proffessional 4k Hafıza Kartı Lsd64gcb633,1873,Hafıza Kartı,Hafıza Kartı,100118,Bilgisayar & Tablet,UNKNOWN,44.703561,2021-02-20 11:21:18,2021-02-20 11:21:18
35498886,"12V 20AH ah 20 AH-AMPER YİĞİT AKÜ, 6DZM20 JEL(2020)",2723,UPS,UPS,100118,Bilgisayar & Tablet,UNKNOWN,92.853,2021-02-20 12:20:14,2021-02-20 12:20:14
32127845,Keenetıc Kn-1610-01tr Air Ac1200 5port Mesh Router Ap,3507,ADSL Modemler,ADSL Modemler,100118,Bilgisayar & Tablet,UNKNOWN,95.2603,2021-02-20 09:20:20,2021-02-20 09:20:20
31625625,C-53 Standart Q Klavye Bilgisayar Pc,1586,Klavye,Klavye,100118,Bilgisayar & Tablet,NoColor-63fc9981,10.279171,2021-02-20 10:00:46,2021-02-20 10:00:46
73595061,Usb Hoparlör Pc Bilgisayar Ses Sistemi Bluetooth Ev Sinema + Aux Kablo Hediye,4021,Kablolu Hoparlör,Kablolu Hoparlör,100118,Bilgisayar & Tablet,UNKNOWN,17.16061,2021-02-20 10:00:46,2021-02-20 10:00:46
35803744,501 Profesyonel Şarjlı Sıfır Sakal Kesme Çift Bıçaklı Tıraş Traş Makinesi,474,Tıraş Makinesi,Tıraş Makinesi,100119,Kişisel Bakım Aletleri,Parlement Mavisi,21.476555,2021-02-20 11:40:14,2021-02-20 11:40:14
37683311,Fc8027/01 S-bag® Xxl Toz Torbası,2950,Süpürge Aksesuarı,Süpürge Aksesuarı,100120,Elektrikli Ev Aletleri,NoColor-0f66c592,24.038610000000002,2021-02-20 07:00:18,2021-02-20 07:00:18
44202730,Ar 1048 Prostick 1500 Multi Blender Seti Rondo Dişli Grubu,3176,Blender Yedek Parça,Blender Yedek Parça,100120,Elektrikli Ev Aletleri,UNKNOWN,17.538899999999998,2021-02-20 07:00:18,2021-02-20 07:00:18
32624565,Vakumix Şarjlı Elektrikli El Süpürgesi,3271,Dik Süpürge,Dik Süpürge,100120,Elektrikli Ev Aletleri,UNKNOWN,63.6215,2021-02-20 11:00:18,2021-02-20 11:00:18
57416219,Sütlü Kahve Lastikli 160x200 Penye Çarşaf Çift Kişilik,2265,Çift Kişilik Çarşaf Takımı,Çift Kişilik Çarşaf Takımı,100121,Ev Tekstil,Sütlü Kahve,15.441109999999998,2021-02-20 06:20:14,2021-02-20 06:20:14
51254668,Düz Penye Tek Kişilik Lastikli Çarşaf Takımı 100x200 Cm Gece Mavisi,2264,Tek Kişilik Çarşaf Takımı,Tek Kişilik Çarşaf Takımı,100121,Ev Tekstil,Gece Mavisi,24.069560999999997,2021-02-20 06:20:14,2021-02-20 06:20:14
34916978,Kahverengi Gülen Poo Emoji Yastık,1850,Yastık,Yastık,100121,Ev Tekstil,NoColor-b5831e77,7.906260999999999,2021-02-20 06:20:14,2021-02-20 06:20:14
73400937,Krem Çift Kişilik Pamuklu Penye Lastikli Çarşaf 160x200,2265,Çift Kişilik Çarşaf Takımı,Çift Kişilik Çarşaf Takımı,100121,Ev Tekstil,Krem,20.59961,2021-02-20 06:00:17,2021-02-20 06:00:17
50381388,Enlora %100 Doğal Pamuk Nevresim Seti Tek Kişilik Panida Pembe,2247,Tek Kişilik Nevresim,Tek Kişilik Nevresim,100121,Ev Tekstil,Pembe,35.38731,2021-02-20 06:00:17,2021-02-20 06:00:17
34988347,Fon Perde Açık Kahve 140x270 Tek Kanat,1848,Fon Perde,Fon Perde,100121,Ev Tekstil,NoColor-705ed43e,37.79461,2021-02-20 06:00:17,2021-02-20 06:00:17
73227511,G.kurusu Gri Tile Aile Bornoz Seti,2359,Bornoz,Bornoz,100121,Ev Tekstil,Gri Gül Kurusu,242.232843,2021-02-20 07:00:18,2021-02-20 07:00:18
43368708,Kol Örten Battal Boy Pamuk Koltuk Örtüsü,2832,Koltuk Örtüsü,Koltuk Örtüsü,100121,Ev Tekstil,KREM-NATUREL,24.4169,2021-02-20 07:00:18,2021-02-20 07:00:18
6534502,"Çap 140 Marble Dijital  Banyo Halısı, Paspas",838,Klozet Takımı,Klozet Takımı,100123,Banyo,No Color,74.017597,2021-02-20 07:00:18,2021-02-20 07:00:18
77613771,Sevimli Köpek Droopy Kese Örgü Lif / Kukla,2954,Banyo Lifi,Banyo Lifi,100123,Banyo,UNKNOWN,17.195,2021-02-20 07:00:18,2021-02-20 07:00:18
35429248,Mita Tuft 2'li Klozet Takımı,838,Klozet Takımı,Klozet Takımı,100123,Banyo,NoColor-76f0c29e,30.947560999999997,2021-02-20 08:40:20,2021-02-20 08:40:20
58666561,Saç Kurutma Fön Makinesi Askısı Diş Fırçası Tarak Tutucu Raf Askı,2572,Banyo Askısı,Banyo Askısı,100123,Banyo,UNKNOWN,5.141304999999999,2021-02-20 08:00:18,2021-02-20 08:00:18
81226335,"Kahve Hasır Desenli Banyo Seti 6 Litre Pedallı Çöp Kovası, 6 Litre Deterjan Kutusu, Tuvalet Fırçası",1828,Banyo Düzenleyici,Banyo Düzenleyici,100123,Banyo,UNKNOWN,30.947560999999997,2021-02-20 09:02:04,2021-02-20 09:02:04
49472364,Doğal Sırt Kesesi,2954,Banyo Lifi,Banyo Lifi,100123,Banyo,UNKNOWN,10.313560999999998,2021-02-20 09:02:04,2021-02-20 09:02:04
47710514,Askılık Ahşap Askı Akordiyon Askı 10 Topuzlu Duvar Askısı,2242,Banyo Aksesuarı,Banyo Aksesuarı,100123,Banyo,Ahşap,13.721609999999998,2021-02-20 04:00:44,2021-02-20 04:00:44
42644414,50x90 Elit 3d Nakışlı Kutulu Havlu Seti 6'lı,839,Havlu&Havlu Seti,Havlu&Havlu Seti,100123,Banyo,Karışık,1.4099899999999999,2021-02-20 11:21:18,2021-02-20 11:21:18
43877032,Damask 50x90 Cm 6 Lı Antibakteriyel El Ve Yüz Havlusu | %100 Pamuk,839,Havlu&Havlu Seti,Havlu&Havlu Seti,100123,Banyo,Renkli,42.26531,2021-02-20 11:21:18,2021-02-20 11:21:18
78272583,Banyo Takımı 5 Parça,2884,Sabunluk,Sabunluk,100123,Banyo,BEYAZ,58.462999999999994,2021-02-20 11:21:18,2021-02-20 11:21:18
69806603,Siyah Üzeri Altın Çizgili Modern Yıkanabilir 2li Klozet Takımı,838,Klozet Takımı,Klozet Takımı,100123,Banyo,Siyah,42.272188,2021-02-20 12:20:14,2021-02-20 12:20:14
80388801,Beyaz Metal Çelik 5 Litre Pedallı Çöp Kovası Ve Wc Fırçası Seti Banyo Seti,1831,Banyo Çöp Kovası,Banyo Çöp Kovası,100123,Banyo,BEYAZ,38.1729,2021-02-20 10:41:20,2021-02-20 10:41:20
55457185,Siyah Chanel Collections And Creations Dekoratif Kutu,843,Diğer Dekoratif Aksesuarlar,Diğer Dekoratif Aksesuarlar,100124,Ev Dekorasyon,siyah,6.878,2021-02-20 06:00:17,2021-02-20 06:00:17
38402911,Kuru Çiçek Pampas 15 Adet 100 Cm Boy - Karışık,2995,Yapay & Kuru Çiçek,Yapay & Kuru Çiçek,100124,Ev Dekorasyon,NoColor-30292a2d,6.258979999999999,2021-02-20 06:00:17,2021-02-20 06:00:17
72465586,Ahşap Ayarlanabilir Makyaj Aynası 20 Cm Art2137,460,Ayna,Ayna,100124,Ev Dekorasyon,Ahşap,15.8194,2021-02-20 07:40:17,2021-02-20 07:40:17
35394245,3d Standlı Ay Gece Lambası (36 Cm Çap),3005,Led Işık,Led Işık,100124,Ev Dekorasyon,UNKNOWN,15.131599999999999,2021-02-20 10:41:20,2021-02-20 10:41:20
46744084,2 Adet 10 Cepli Çanta Askılığı Organizer,1883,Düzenleyici,Düzenleyici,100125,Ev Gereçleri,PEMBE,16.159861,2021-02-20 04:00:44,2021-02-20 04:00:44
65775357,Balkon Çamaşır Askılığı Alüminyum Çamaşır Kurutmalığı Kare 80x30 Bronz,871,Çamaşırlık,Çamaşırlık,100125,Ev Gereçleri,Parlak BRONZ,21.83765,2021-02-20 04:00:44,2021-02-20 04:00:44
43951830,F174 Kelebek Tekli Gırgır,2266,Pratik Temizlik Gereci,Pratik Temizlik Gereci,100125,Ev Gereçleri,GRİ,3.435561,2021-02-20 11:00:18,2021-02-20 11:00:18
55358524,Mutfak Askısı Yedek Kanca 6 Adet,869,Askı,Askı,100125,Ev Gereçleri,siyah,6.881439,2021-02-20 10:41:20,2021-02-20 10:41:20
66108299,"Çekmece Içi Cepli Organizer 4'lü M Boy (eşarp,şal,mutfak Havlusu,çocuk Kıyafetleri)",1883,Düzenleyici,Düzenleyici,100125,Ev Gereçleri,Beyaz,22.319110000000002,2021-02-20 09:40:15,2021-02-20 09:40:15
2846063,Mavi Papatya Nakışlı Saten Seccade 226050,3537,Seccade,Seccade,100126,Halı/Kilim,(No Color),17.356633,2021-02-20 06:40:16,2021-02-20 06:40:16
42357469,Buybox Peluş Halı Post Halı Peluş Halı 200 X 300,1852,Halı,Halı,100126,Halı/Kilim,Gri,107.95020999999998,2021-02-20 07:40:17,2021-02-20 07:40:17
33518787,Yuvarlak Halı Kaymaz Taban Yıkanabilir Kupa Desen Gri-siyah Halı 150x150 cm,1852,Halı,Halı,100126,Halı/Kilim,NoColor-f521873c,44.0192,2021-02-20 11:00:18,2021-02-20 11:00:18
33420416,Dijital Baskı Kaymaz Taban Halı 1028181,1852,Halı,Halı,100126,Halı/Kilim,NoColor-abcf97d3,127.20861,2021-02-20 11:00:18,2021-02-20 11:00:18
39449627,Yeşil Desenli Yıkanabilir Leke Tutmaz Halı,1852,Halı,Halı,100126,Halı/Kilim,NoColor-35b87d22,85.94060999999999,2021-02-20 10:41:20,2021-02-20 10:41:20
78390131,Kaşmir Sample Makine Halısı 160x225 Cm,1852,Halı,Halı,100126,Halı/Kilim,GRİ,58.459561,2021-02-20 09:40:15,2021-02-20 09:40:15
